backbone_id	mean_jump_distance_km	max_jump_distance_km	jump_distance_dispersion_km	interregional_leap_count	long_jump_label
AD199	0.0	0.0	0.0	0	0.0
AG064	0.0	0.0	0.0	1	1.0
AA921	0.0	0.0	0.0	4	1.0
AC951	0.0	0.0	0.0	2	1.0
AG701	0.0	0.0	0.0	2	
AB262	0.0	0.0	0.0	2	
AC181	0.0	0.0	0.0	3	
AB864	0.0	0.0	0.0	2	
AA833	0.0	0.0	0.0	2	1.0
AD162	0.0	0.0	0.0	2	1.0
AB998	0.0	0.0	0.0	2	
AC585	0.0	0.0	0.0	2	
AB258	0.0	0.0	0.0	3	1.0
AA574	0.0	0.0	0.0	1	
AD538	0.0	0.0	0.0	2	
AE048	0.0	0.0	0.0	1	
AA801	0.0	0.0	0.0	2	
AD590	0.0	0.0	0.0	1	1.0
AE215	0.0	0.0	0.0	2	
AB979	0.0	0.0	0.0	3	1.0
AA783	0.0	0.0	0.0	2	1.0
AC607	0.0	0.0	0.0	1	
AE475	0.0	0.0	0.0	2	
AC568	0.0	0.0	0.0	3	
AC567	0.0	0.0	0.0	4	
AE459	0.0	0.0	0.0	1	
AE179	0.0	0.0	0.0	1	
AD355	0.0	0.0	0.0	2	1.0
AB876	0.0	0.0	0.0	3	
AE287	0.0	0.0	0.0	2	
AE285	0.0	0.0	0.0	2	
AB798	0.0	0.0	0.0	3	
AC881	0.0	0.0	0.0	4	
AG637	0.0	0.0	0.0	4	
AD266	0.0	0.0	0.0	2	
AD273	0.0	0.0	0.0	3	
AF043	0.0	0.0	0.0	1	1.0
AE632	0.0	0.0	0.0	3	
AA665	0.0	0.0	0.0	2	
AA475	0.0	0.0	0.0	3	
AC030	0.0	0.0	0.0	2	1.0
AE929	0.0	0.0	0.0	3	
AD341	0.0	0.0	0.0	3	
AA417	0.0	0.0	0.0	3	
AA825	0.0	0.0	0.0	2	
AA826	0.0	0.0	0.0	3	
AB279	0.0	0.0	0.0	3	
AC033	0.0	0.0	0.0	2	
AA143	0.0	0.0	0.0	4	1.0
AA331	0.0	0.0	0.0	5	1.0
AC105	0.0	0.0	0.0	3	1.0
AE426	0.0	0.0	0.0	2	
AB160	0.0	0.0	0.0	4	
AF596	0.0	0.0	0.0	2	
AC038	0.0	0.0	0.0	1	
AD389	0.0	0.0	0.0	1	
AA805	0.0	0.0	0.0	2	
AB744	0.0	0.0	0.0	3	
AB543	0.0	0.0	0.0	1	
AC302	0.0	0.0	0.0	4	
AA456	0.0	0.0	0.0	5	
AG661	0.0	0.0	0.0	1	
AA859	0.0	0.0	0.0	4	1.0
AB459	0.0	0.0	0.0	2	
AB546	0.0	0.0	0.0	3	
AC200	0.0	0.0	0.0	2	
AF598	0.0	0.0	0.0	3	
AC043	0.0	0.0	0.0	3	
AD448	0.0	0.0	0.0	2	
AE570	0.0	0.0	0.0	2	
AF462	0.0	0.0	0.0	1	
AB254	0.0	0.0	0.0	2	
AE814	0.0	0.0	0.0	1	
AG107	0.0	0.0	0.0	2	
AG105	0.0	0.0	0.0	3	
AB907	0.0	0.0	0.0	1	
AH100	0.0	0.0	0.0	1	
AB943	0.0	0.0	0.0	1	
AC871	0.0	0.0	0.0	2	
AE136	0.0	0.0	0.0	1	
AF765	0.0	0.0	0.0	1	
AC344	0.0	0.0	0.0	2	1.0
AC605	0.0	0.0	0.0	1	
AE744	0.0	0.0	0.0	1	
AE666	0.0	0.0	0.0	3	
AC088	0.0	0.0	0.0	4	
AH282	0.0	0.0	0.0	4	
AG754	0.0	0.0	0.0	2	
AG726	0.0	0.0	0.0	2	
AA824	0.0	0.0	0.0	4	
AA028	0.0	0.0	0.0	3	
AE124	0.0	0.0	0.0	1	1.0
AG085	0.0	0.0	0.0	1	
AA425	0.0	0.0	0.0	3	1.0
AC737	0.0	0.0	0.0	3	
AG577	0.0	0.0	0.0	3	
AA634	0.0	0.0	0.0	5	
AG090	0.0	0.0	0.0	1	
AC207	0.0	0.0	0.0	3	
AB170	0.0	0.0	0.0	1	
AH340	0.0	0.0	0.0	1	
AE191	0.0	0.0	0.0	1	
AF147	0.0	0.0	0.0	3	
AG454	0.0	0.0	0.0	2	
AF601	0.0	0.0	0.0	2	
AE212	0.0	0.0	0.0	2	
AH186	0.0	0.0	0.0	3	
AC236	0.0	0.0	0.0	1	
AG380	0.0	0.0	0.0	2	
AD882	0.0	0.0	0.0	1	
AB577	0.0	0.0	0.0	1	
AA078	0.0	0.0	0.0	1	
AF648	0.0	0.0	0.0	1	
AB833	0.0	0.0	0.0	3	
AE793	0.0	0.0	0.0	1	1.0
AE525	0.0	0.0	0.0	2	
AE067	0.0	0.0	0.0	2	
AA318	0.0	0.0	0.0	3	
AA837	0.0	0.0	0.0	2	1.0
AA084	0.0	0.0	0.0	1	1.0
AA306	0.0	0.0	0.0	2	
AE265	0.0	0.0	0.0	2	
AG239	0.0	0.0	0.0	2	
AB968	0.0	0.0	0.0	2	
AC662	0.0	0.0	0.0	4	
AF395	0.0	0.0	0.0	3	1.0
AA949	0.0	0.0	0.0	2	
AA655	0.0	0.0	0.0	2	
AF019	0.0	0.0	0.0	1	
AB394	0.0	0.0	0.0	1	
AD659	0.0	0.0	0.0	1	
AB484	0.0	0.0	0.0	1	
AG502	0.0	0.0	0.0	1	
AE284	0.0	0.0	0.0	2	
AA483	0.0	0.0	0.0	2	
AF075	0.0	0.0	0.0	0	0.0
AG358	0.0	0.0	0.0	3	
AB169	0.0	0.0	0.0	2	1.0
AE719	0.0	0.0	0.0	1	
AD539	0.0	0.0	0.0	1	1.0
AE358	0.0	0.0	0.0	2	
AA365	0.0	0.0	0.0	2	
AA116	0.0	0.0	0.0	4	
AB706	0.0	0.0	0.0	4	
AD537	0.0	0.0	0.0	1	
AD075	0.0	0.0	0.0	2	
AD434	0.0	0.0	0.0	2	
AA894	0.0	0.0	0.0	4	
AA518	0.0	0.0	0.0	2	
AA527	0.0	0.0	0.0	3	
AF993	0.0	0.0	0.0	1	
AD173	0.0	0.0	0.0	3	
AB705	0.0	0.0	0.0	1	1.0
AB676	0.0	0.0	0.0	1	
AE734	0.0	0.0	0.0	0	
AE228	0.0	0.0	0.0	4	
AC524	0.0	0.0	0.0	2	
AD939	0.0	0.0	0.0	1	
AB467	0.0	0.0	0.0	2	
AB466	0.0	0.0	0.0	3	
AD894	0.0	0.0	0.0	3	
AC973	0.0	0.0	0.0	3	
AB261	0.0	0.0	0.0	1	
AA748	0.0	0.0	0.0	1	
AD267	0.0	0.0	0.0	1	
AC023	0.0	0.0	0.0	1	
AD864	0.0	0.0	0.0	2	
AA650	0.0	0.0	0.0	4	1.0
AF275	0.0	0.0	0.0	2	
AB936	0.0	0.0	0.0	2	
AC979	0.0	0.0	0.0	1	
AB635	0.0	0.0	0.0	2	
AC671	0.0	0.0	0.0	2	1.0
AA681	0.0	0.0	0.0	4	
AD598	0.0	0.0	0.0	2	
AD633	0.0	0.0	0.0	3	
AC347	0.0	0.0	0.0	2	1.0
AD283	0.0	0.0	0.0	2	
AG210	0.0	0.0	0.0	3	
AB935	0.0	0.0	0.0	1	
AF290	0.0	0.0	0.0	1	
AE714	0.0	0.0	0.0	1	
AD649	0.0	0.0	0.0	1	
AD167	0.0	0.0	0.0	5	
AF950	0.0	0.0	0.0	2	
AA782	0.0	0.0	0.0	1	
AG540	0.0	0.0	0.0	2	
AD418	0.0	0.0	0.0	1	
AH134	0.0	0.0	0.0	1	
AE092	0.0	0.0	0.0	1	
AB196	0.0	0.0	0.0	2	
AA219	0.0	0.0	0.0	1	
AB318	0.0	0.0	0.0	1	
AG745	0.0	0.0	0.0	3	
AB597	0.0	0.0	0.0	2	
AC600	0.0	0.0	0.0	1	
AF837	0.0	0.0	0.0	2	
AA539	0.0	0.0	0.0	2	1.0
AD337	0.0	0.0	0.0	3	
AD999	0.0	0.0	0.0	2	
AC684	0.0	0.0	0.0	1	
AD984	0.0	0.0	0.0	3	
AC971	0.0	0.0	0.0	3	
AF431	0.0	0.0	0.0	2	
AF975	0.0	0.0	0.0	1	
AG731	0.0	0.0	0.0	3	
AC822	0.0	0.0	0.0	1	
AB054	0.0	0.0	0.0	4	1.0
AA885	0.0	0.0	0.0	4	1.0
AA022	0.0	0.0	0.0	4	
AB442	0.0	0.0	0.0	2	1.0
AD444	0.0	0.0	0.0	2	1.0
AE200	0.0	0.0	0.0	2	
AE763	0.0	0.0	0.0	1	
AA360	0.0	0.0	0.0	2	
AA191	0.0	0.0	0.0	2	
AC434	0.0	0.0	0.0	2	
AA907	0.0	0.0	0.0	3	
AC221	0.0	0.0	0.0	1	
AD982	0.0	0.0	0.0	3	
AE520	0.0	0.0	0.0	0	0.0
AB541	0.0	0.0	0.0	3	
AA711	0.0	0.0	0.0	3	
AC587	0.0	0.0	0.0	1	1.0
AC114	0.0	0.0	0.0	2	
AC091	0.0	0.0	0.0	2	
AF301	0.0	0.0	0.0	1	
AC479	0.0	0.0	0.0	1	
AF976	0.0	0.0	0.0	1	
AF052	0.0	0.0	0.0	2	
AF050	0.0	0.0	0.0	2	
AB733	0.0	0.0	0.0	3	
AE185	0.0	0.0	0.0	1	
AB999	0.0	0.0	0.0	3	1.0
AA659	0.0	0.0	0.0	3	1.0
AC395	0.0	0.0	0.0	3	
AC389	0.0	0.0	0.0	2	
AC397	0.0	0.0	0.0	1	
AE546	0.0	0.0	0.0	1	
AF610	0.0	0.0	0.0	1	1.0
AF895	0.0	0.0	0.0	2	
AD378	0.0	0.0	0.0	2	
AC341	0.0	0.0	0.0	3	
AC898	0.0	0.0	0.0	1	
AB424	0.0	0.0	0.0	1	
AD091	0.0	0.0	0.0	1	
AF856	0.0	0.0	0.0	1	
AE324	0.0	0.0	0.0	2	
AC281	0.0	0.0	0.0	1	1.0
AC663	0.0	0.0	0.0	2	1.0
AB231	0.0	0.0	0.0	4	
AA575	0.0	0.0	0.0	4	
AC932	0.0	0.0	0.0	2	
AB144	0.0	0.0	0.0	1	
AB862	0.0	0.0	0.0	1	
AE896	0.0	0.0	0.0	1	
AB055	0.0	0.0	0.0	3	
AA819	0.0	0.0	0.0	6	
AG081	0.0	0.0	0.0	2	
AC342	0.0	0.0	0.0	2	
AD214	0.0	0.0	0.0	2	
AB737	0.0	0.0	0.0	1	
AE507	0.0	0.0	0.0	2	
AB760	0.0	0.0	0.0	4	
AD624	0.0	0.0	0.0	2	
AF537	0.0	0.0	0.0	1	1.0
AD314	0.0	0.0	0.0	2	
AD547	0.0	0.0	0.0	1	
AB788	0.0	0.0	0.0	1	
AE605	0.0	0.0	0.0	0	0.0
AG440	0.0	0.0	0.0	1	
AG246	0.0	0.0	0.0	2	
AC377	0.0	0.0	0.0	2	
AF972	0.0	0.0	0.0	2	
AE390	0.0	0.0	0.0	3	
AE809	0.0	0.0	0.0	5	
AC314	0.0	0.0	0.0	2	
AE898	0.0	0.0	0.0	2	
AE956	0.0	0.0	0.0	3	
AC512	0.0	0.0	0.0	3	
AC028	0.0	0.0	0.0	1	
AD645	0.0	0.0	0.0	2	1.0
AC370	0.0	0.0	0.0	2	
AG034	0.0	0.0	0.0	3	
AE095	0.0	0.0	0.0	1	
AB524	0.0	0.0	0.0	2	
AE610	0.0	0.0	0.0	2	1.0
AC106	0.0	0.0	0.0	1	
AG371	0.0	0.0	0.0	3	
AG114	0.0	0.0	0.0	1	
AD725	0.0	0.0	0.0	2	
AD728	0.0	0.0	0.0	2	
AD722	0.0	0.0	0.0	2	
AF790	0.0	0.0	0.0	3	
AD724	0.0	0.0	0.0	3	
AG915	0.0	0.0	0.0	1	
AF376	0.0	0.0	0.0	2	
AG016	0.0	0.0	0.0	1	
AC680	0.0	0.0	0.0	1	1.0
AC938	0.0	0.0	0.0	1	
AG482	0.0	0.0	0.0	2	
AD175	0.0	0.0	0.0	2	
AD109	0.0	0.0	0.0	1	
AD676	0.0	0.0	0.0	2	
AD602	0.0	0.0	0.0	2	
AC681	0.0	0.0	0.0	2	
AB549	0.0	0.0	0.0	3	
AE762	0.0	0.0	0.0	4	
AA632	0.0	0.0	0.0	2	
AC112	0.0	0.0	0.0	1	
AD399	0.0	0.0	0.0	3	
AH166	0.0	0.0	0.0	1	1.0
AG333	0.0	0.0	0.0	1	
AA342	0.0	0.0	0.0	2	
AC202	0.0	0.0	0.0	2	1.0
AC081	0.0	0.0	0.0	2	
AG189	0.0	0.0	0.0	2	1.0
AC752	0.0	0.0	0.0	1	
AB860	0.0	0.0	0.0	1	1.0
AB858	0.0	0.0	0.0	3	
AB372	0.0	0.0	0.0	1	
AA131	0.0	0.0	0.0	1	1.0
AG526	0.0	0.0	0.0	2	
AD185	0.0	0.0	0.0	3	
AC703	0.0	0.0	0.0	3	
AA443	0.0	0.0	0.0	3	
AD531	0.0	0.0	0.0	1	
AC565	0.0	0.0	0.0	1	
AB749	0.0	0.0	0.0	2	
AD477	0.0	0.0	0.0	1	
AH222	0.0	0.0	0.0	2	
AC925	0.0	0.0	0.0	1	
AD299	0.0	0.0	0.0	1	1.0
AC637	0.0	0.0	0.0	1	
AD233	0.0	0.0	0.0	2	
AA861	0.0	0.0	0.0	4	
AG172	0.0	0.0	0.0	4	
AB726	0.0	0.0	0.0	2	
AC343	0.0	0.0	0.0	3	
AB969	0.0	0.0	0.0	2	
AB970	0.0	0.0	0.0	1	
AA419	0.0	0.0	0.0	4	
AC508	0.0	0.0	0.0	1	1.0
AB522	0.0	0.0	0.0	1	
AF198	0.0	0.0	0.0	1	
AB523	0.0	0.0	0.0	1	
AF195	0.0	0.0	0.0	1	
AC017	0.0	0.0	0.0	1	
AA299	0.0	0.0	0.0	3	
AC638	0.0	0.0	0.0	1	1.0
AB684	0.0	0.0	0.0	3	
AB582	0.0	0.0	0.0	1	
AC646	0.0	0.0	0.0	1	
AA939	0.0	0.0	0.0	1	
AG361	0.0	0.0	0.0	2	
AG851	0.0	0.0	0.0	2	
AC528	0.0	0.0	0.0	2	
AE134	0.0	0.0	0.0	2	1.0
AB879	0.0	0.0	0.0	2	
AD948	0.0	0.0	0.0	2	
AF352	0.0	0.0	0.0	1	1.0
AE549	0.0	0.0	0.0	3	
AE548	0.0	0.0	0.0	4	1.0
AF408	0.0	0.0	0.0	0	0.0
AH451	0.0	0.0	0.0	1	
AG226	0.0	0.0	0.0	1	
AD475	0.0	0.0	0.0	1	
AB168	0.0	0.0	0.0	2	
AC407	0.0	0.0	0.0	1	1.0
AF565	0.0	0.0	0.0	1	
AF585	0.0	0.0	0.0	1	
AG206	0.0	0.0	0.0	0	0.0
AE639	0.0	0.0	0.0	1	
AG524	0.0	0.0	0.0	3	
AE920	0.0	0.0	0.0	1	
AF288	0.0	0.0	0.0	1	1.0
AA858	0.0	0.0	0.0	3	
AC109	0.0	0.0	0.0	5	
AB694	0.0	0.0	0.0	4	
AB696	0.0	0.0	0.0	4	
AD529	0.0	0.0	0.0	3	1.0
AF944	0.0	0.0	0.0	1	
AF716	0.0	0.0	0.0	3	
AE924	0.0	0.0	0.0	3	
AD699	0.0	0.0	0.0	1	
AH233	0.0	0.0	0.0	1	
AE412	0.0	0.0	0.0	3	
AA313	0.0	0.0	0.0	3	
AA168	0.0	0.0	0.0	2	
AA213	0.0	0.0	0.0	2	
AC020	0.0	0.0	0.0	1	
AB984	0.0	0.0	0.0	2	
AC079	0.0	0.0	0.0	3	1.0
AA357	0.0	0.0	0.0	0	0.0
AA434	0.0	0.0	0.0	3	1.0
AA398	0.0	0.0	0.0	4	
AD084	0.0	0.0	0.0	2	
AE135	0.0	0.0	0.0	1	
AB209	0.0	0.0	0.0	1	
AB204	0.0	0.0	0.0	1	
AC837	0.0	0.0	0.0	1	
AA236	0.0	0.0	0.0	4	
AA240	0.0	0.0	0.0	2	
AA266	0.0	0.0	0.0	3	
AA269	0.0	0.0	0.0	3	
AG747	0.0	0.0	0.0	1	
AD284	0.0	0.0	0.0	2	
AD282	0.0	0.0	0.0	1	1.0
AG748	0.0	0.0	0.0	1	1.0
AD250	0.0	0.0	0.0	2	
AC547	0.0	0.0	0.0	2	
AC427	0.0	0.0	0.0	2	
AC338	0.0	0.0	0.0	3	
AF766	0.0	0.0	0.0	1	
AA110	0.0	0.0	0.0	3	
AA649	0.0	0.0	0.0	3	
AB831	0.0	0.0	0.0	1	
AB567	0.0	0.0	0.0	1	1.0
AC406	0.0	0.0	0.0	2	1.0
AA165	0.0	0.0	0.0	3	
AA328	0.0	0.0	0.0	4	
AG405	0.0	0.0	0.0	1	
AG782	0.0	0.0	0.0	2	
AG801	0.0	0.0	0.0	2	
AH481	0.0	0.0	0.0	1	
AB266	0.0	0.0	0.0	3	
AG591	0.0	0.0	0.0	2	
AA301	0.0	0.0	0.0	3	
AB005	0.0	0.0	0.0	4	
AE241	0.0	0.0	0.0	2	
AG221	0.0	0.0	0.0	1	
AA831	0.0	0.0	0.0	3	1.0
AF001	0.0	0.0	0.0	2	
AB151	0.0	0.0	0.0	2	
AG495	0.0	0.0	0.0	2	
AE126	0.0	0.0	0.0	2	
AA076	0.0	0.0	0.0	1	
AG121	0.0	0.0	0.0	2	
AB304	0.0	0.0	0.0	1	1.0
AF786	0.0	0.0	0.0	2	
AF614	0.0	0.0	0.0	1	
AE178	0.0	0.0	0.0	1	
AF115	0.0	0.0	0.0	1	
AD083	0.0	0.0	0.0	2	
AE216	0.0	0.0	0.0	4	
AE047	0.0	0.0	0.0	2	
AE664	0.0	0.0	0.0	2	
AF067	0.0	0.0	0.0	2	
AA571	0.0	0.0	0.0	1	
AA569	0.0	0.0	0.0	1	
AF265	0.0	0.0	0.0	1	1.0
AD600	0.0	0.0	0.0	2	1.0
AC385	0.0	0.0	0.0	2	
AC586	0.0	0.0	0.0	3	1.0
AD407	0.0	0.0	0.0	2	1.0
AC351	0.0	0.0	0.0	1	
AC051	0.0	0.0	0.0	1	
AD593	0.0	0.0	0.0	2	1.0
AD727	0.0	0.0	0.0	2	
AA089	0.0	0.0	0.0	1	1.0
AC331	0.0	0.0	0.0	2	
AG511	0.0	0.0	0.0	1	1.0
AE474	0.0	0.0	0.0	1	
AB249	0.0	0.0	0.0	3	
AF870	0.0	0.0	0.0	2	
AC042	0.0	0.0	0.0	1	
AC118	0.0	0.0	0.0	2	
AA567	0.0	0.0	0.0	1	1.0
AB257	0.0	0.0	0.0	1	
AD594	0.0	0.0	0.0	1	1.0
AC589	0.0	0.0	0.0	2	
AC388	0.0	0.0	0.0	2	
AG736	0.0	0.0	0.0	3	
AF651	0.0	0.0	0.0	1	
AE220	0.0	0.0	0.0	2	
AG705	0.0	0.0	0.0	3	
AA069	0.0	0.0	0.0	2	
AH006	0.0	0.0	0.0	5	
AE103	0.0	0.0	0.0	2	
AE559	0.0	0.0	0.0	2	
AE640	0.0	0.0	0.0	1	
AB641	0.0	0.0	0.0	0	0.0
AD991	0.0	0.0	0.0	2	
AH289	0.0	0.0	0.0	2	
AA231	0.0	0.0	0.0	1	1.0
AA241	0.0	0.0	0.0	2	
AD113	0.0	0.0	0.0	4	
AA235	0.0	0.0	0.0	2	
AG665	0.0	0.0	0.0	2	
AB451	0.0	0.0	0.0	2	
AE300	0.0	0.0	0.0	1	
AD160	0.0	0.0	0.0	2	
AG118	0.0	0.0	0.0	1	1.0
AC134	0.0	0.0	0.0	2	
AB491	0.0	0.0	0.0	1	
AD044	0.0	0.0	0.0	2	
AD951	0.0	0.0	0.0	1	
AG277	0.0	0.0	0.0	0	
AA622	0.0	0.0	0.0	5	1.0
AA623	0.0	0.0	0.0	1	
AB809	0.0	0.0	0.0	1	
AH025	0.0	0.0	0.0	3	
AB177	0.0	0.0	0.0	2	
AA778	0.0	0.0	0.0	1	1.0
AB370	0.0	0.0	0.0	1	
AG556	0.0	0.0	0.0	3	
AD634	0.0	0.0	0.0	2	
AE568	0.0	0.0	0.0	1	1.0
AH219	0.0	0.0	0.0	1	
AF120	0.0	0.0	0.0	1	
AD551	0.0	0.0	0.0	2	
AE827	0.0	0.0	0.0	1	
AG339	0.0	0.0	0.0	1	
AD026	0.0	0.0	0.0	1	
AB533	0.0	0.0	0.0	3	
AA101	0.0	0.0	0.0	1	
AG293	0.0	0.0	0.0	1	
AC310	0.0	0.0	0.0	2	1.0
AB407	0.0	0.0	0.0	2	
AA763	0.0	0.0	0.0	4	
AG219	0.0	0.0	0.0	1	
AA194	0.0	0.0	0.0	1	
AF278	0.0	0.0	0.0	2	
AF334	0.0	0.0	0.0	2	
AA876	0.0	0.0	0.0	2	
AD765	0.0	0.0	0.0	2	
AB671	0.0	0.0	0.0	5	
AD764	0.0	0.0	0.0	2	
AE428	0.0	0.0	0.0	1	
AE936	0.0	0.0	0.0	4	
AB458	0.0	0.0	0.0	2	
AB975	0.0	0.0	0.0	2	
AA785	0.0	0.0	0.0	1	
AA061	0.0	0.0	0.0	2	
AG158	0.0	0.0	0.0	2	
AG109	0.0	0.0	0.0	2	
AE705	0.0	0.0	0.0	0	0.0
AG815	0.0	0.0	0.0	1	
AA630	0.0	0.0	0.0	1	
AB614	0.0	0.0	0.0	1	
AG184	0.0	0.0	0.0	2	
AA348	0.0	0.0	0.0	2	
AF920	0.0	0.0	0.0	2	
AE708	0.0	0.0	0.0	1	
AC506	0.0	0.0	0.0	1	
AE043	0.0	0.0	0.0	1	
AB933	0.0	0.0	0.0	1	
AD757	0.0	0.0	0.0	2	
AC672	0.0	0.0	0.0	1	1.0
AG634	0.0	0.0	0.0	2	
AD013	0.0	0.0	0.0	1	
AB854	0.0	0.0	0.0	1	1.0
AA732	0.0	0.0	0.0	1	
AC955	0.0	0.0	0.0	3	
AA730	0.0	0.0	0.0	2	1.0
AA728	0.0	0.0	0.0	1	1.0
AD803	0.0	0.0	0.0	2	
AC980	0.0	0.0	0.0	2	
AA201	0.0	0.0	0.0	1	1.0
AC902	0.0	0.0	0.0	5	
AA727	0.0	0.0	0.0	1	
AD336	0.0	0.0	0.0	2	
AA056	0.0	0.0	0.0	3	
AF104	0.0	0.0	0.0	2	
AF101	0.0	0.0	0.0	2	
AC213	0.0	0.0	0.0	1	
AD453	0.0	0.0	0.0	1	1.0
AG141	0.0	0.0	0.0	1	
AG222	0.0	0.0	0.0	1	
AC574	0.0	0.0	0.0	3	
AF736	0.0	0.0	0.0	1	
AF072	0.0	0.0	0.0	2	
AF146	0.0	0.0	0.0	1	
AE544	0.0	0.0	0.0	2	
AE545	0.0	0.0	0.0	3	
AE543	0.0	0.0	0.0	3	
AE109	0.0	0.0	0.0	3	1.0
AA661	0.0	0.0	0.0	3	1.0
AD408	0.0	0.0	0.0	2	
AA430	0.0	0.0	0.0	4	
AB850	0.0	0.0	0.0	3	
AE586	0.0	0.0	0.0	1	
AB395	0.0	0.0	0.0	2	
AE291	0.0	0.0	0.0	1	
AE615	0.0	0.0	0.0	5	
AF997	0.0	0.0	0.0	2	
AC692	0.0	0.0	0.0	5	
AF205	0.0	0.0	0.0	4	
AF877	0.0	0.0	0.0	1	
AC838	0.0	0.0	0.0	1	
AC789	0.0	0.0	0.0	2	
AA051	0.0	0.0	0.0	3	
AC090	0.0	0.0	0.0	5	
AD889	0.0	0.0	0.0	2	1.0
AD081	0.0	0.0	0.0	1	
AF996	0.0	0.0	0.0	2	
AC514	0.0	0.0	0.0	4	
AC092	0.0	0.0	0.0	1	
AD325	0.0	0.0	0.0	1	
AD647	0.0	0.0	0.0	2	1.0
AH169	0.0	0.0	0.0	1	
AC099	0.0	0.0	0.0	1	1.0
AA771	0.0	0.0	0.0	1	1.0
AC772	0.0	0.0	0.0	3	
AE682	0.0	0.0	0.0	3	
AE932	0.0	0.0	0.0	2	
AA736	0.0	0.0	0.0	2	1.0
AA349	0.0	0.0	0.0	2	1.0
AG970	0.0	0.0	0.0	2	
AD709	0.0	0.0	0.0	3	
AE309	0.0	0.0	0.0	3	
AB536	0.0	0.0	0.0	4	
AA846	0.0	0.0	0.0	2	
AD669	0.0	0.0	0.0	1	1.0
AH334	0.0	0.0	0.0	2	
AB983	0.0	0.0	0.0	2	
AE564	0.0	0.0	0.0	1	
AC304	0.0	0.0	0.0	2	
AF027	0.0	0.0	0.0	2	
AA557	0.0	0.0	0.0	2	1.0
AG386	0.0	0.0	0.0	2	
AH081	0.0	0.0	0.0	3	
AG418	0.0	0.0	0.0	1	1.0
AG178	0.0	0.0	0.0	1	
AF358	0.0	0.0	0.0	1	
AF978	0.0	0.0	0.0	1	
AG116	0.0	0.0	0.0	2	
AG464	0.0	0.0	0.0	2	
AE071	0.0	0.0	0.0	2	
AD815	0.0	0.0	0.0	2	
AC324	0.0	0.0	0.0	0	0.0
AC614	0.0	0.0	0.0	3	
AF667	0.0	0.0	0.0	0	0.0
AC113	0.0	0.0	0.0	3	1.0
AB874	0.0	0.0	0.0	1	
AB080	0.0	0.0	0.0	3	
AG163	0.0	0.0	0.0	1	
AC441	0.0	0.0	0.0	1	
AF471	0.0	0.0	0.0	4	
AE107	0.0	0.0	0.0	2	1.0
AF823	0.0	0.0	0.0	1	
AG698	0.0	0.0	0.0	1	
AE692	0.0	0.0	0.0	1	1.0
AA960	0.0	0.0	0.0	1	
AE837	0.0	0.0	0.0	2	
AB023	0.0	0.0	0.0	2	
AB092	0.0	0.0	0.0	2	
AC782	0.0	0.0	0.0	2	
AD874	0.0	0.0	0.0	3	
AC786	0.0	0.0	0.0	2	
AB022	0.0	0.0	0.0	2	
AC961	0.0	0.0	0.0	3	
AF175	0.0	0.0	0.0	2	
AC740	0.0	0.0	0.0	1	
AB497	0.0	0.0	0.0	1	
AE766	0.0	0.0	0.0	2	
AC654	0.0	0.0	0.0	2	1.0
AD236	0.0	0.0	0.0	0	
AB494	0.0	0.0	0.0	1	
AF025	0.0	0.0	0.0	3	
AC581	0.0	0.0	0.0	1	
AA768	0.0	0.0	0.0	1	1.0
AF292	0.0	0.0	0.0	2	
AE645	0.0	0.0	0.0	2	
AC647	0.0	0.0	0.0	2	1.0
AE612	0.0	0.0	0.0	1	
AG129	0.0	0.0	0.0	2	
AG128	0.0	0.0	0.0	2	
AF426	0.0	0.0	0.0	1	
AA503	0.0	0.0	0.0	3	
AE902	0.0	0.0	0.0	1	
AB121	0.0	0.0	0.0	3	
AA508	0.0	0.0	0.0	2	
AD881	0.0	0.0	0.0	1	
AH204	0.0	0.0	0.0	1	
AA129	0.0	0.0	0.0	3	
AF578	0.0	0.0	0.0	0	0.0
AE930	0.0	0.0	0.0	3	
AE271	0.0	0.0	0.0	2	
AA040	0.0	0.0	0.0	0	0.0
AC451	0.0	0.0	0.0	1	
AE360	0.0	0.0	0.0	3	
AB840	0.0	0.0	0.0	3	
AB834	0.0	0.0	0.0	3	
AB835	0.0	0.0	0.0	3	
AC244	0.0	0.0	0.0	2	
AD303	0.0	0.0	0.0	2	
AH102	0.0	0.0	0.0	2	
AE359	0.0	0.0	0.0	2	
AB841	0.0	0.0	0.0	2	
AB838	0.0	0.0	0.0	2	
AB402	0.0	0.0	0.0	2	
AB839	0.0	0.0	0.0	2	
AB837	0.0	0.0	0.0	2	
AB836	0.0	0.0	0.0	2	
AH113	0.0	0.0	0.0	1	
AF802	0.0	0.0	0.0	1	
AF846	0.0	0.0	0.0	2	
AD106	0.0	0.0	0.0	1	
AD107	0.0	0.0	0.0	2	
AA222	0.0	0.0	0.0	1	
AA559	0.0	0.0	0.0	3	
AE455	0.0	0.0	0.0	3	
AE254	0.0	0.0	0.0	2	
AA911	0.0	0.0	0.0	1	
AA700	0.0	0.0	0.0	2	
AB310	0.0	0.0	0.0	2	
AA124	0.0	0.0	0.0	2	
AB378	0.0	0.0	0.0	2	
AC374	0.0	0.0	0.0	3	
AF379	0.0	0.0	0.0	1	
AD575	0.0	0.0	0.0	4	1.0
AD719	0.0	0.0	0.0	2	
AA090	0.0	0.0	0.0	1	
AE926	0.0	0.0	0.0	1	
