backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AB799	1	3.0							
AH255	1	3.0							
AF390	1	3.0							
AE790	1	3.0							
AD028	0								
AB327	0								
AD670	1	3.0							
AC432	1	3.0							
AD807	1	3.0							
AD805	1	3.0							
AH293	1	3.0							
AD409	1	3.0							
AF074	1	2.0							
AG787	1	3.0							
AD847	1	3.0							
AD848	1	3.0							
AD383	1	3.0							
AG981	1	3.0							
AD386	1	3.0							
AC575	1	3.0							
AE722	1	3.0							
AC576	1	3.0							
AD148	1	2.0							
AF487	1	2.0							
AB387	1	3.0							
AF769	1	3.0							
AD790	1	3.0							
AE892	1	3.0							
AC456	2	1.0							
AD469	0								
AB314	1	3.0							
AF820	1	3.0							
AE786	1	3.0							
AF669	1	1.0							
AG741	1	3.0							
AF738	1	3.0							
AD235	1	3.0							
AF057	1	2.0							
AF054	1	2.0							
AG760	1	2.0							
AH475	1	2.0							
AH231	1	2.0							
AH239	1	2.0							
AB119	1	2.0							
AH507	1	2.0							
AC764	1	2.0							
AB823	1	2.0							
AC552	0								
AD810	1	2.0							
AD809	1	2.0							
AD812	1	2.0							
AE346	1	2.0							
AE829	0								
AA648	1	2.0							
AA802	1	2.0							
AG145	1	2.0							
AA804	1	2.0							
AE001	2	2.0							
AH328	1	2.0							
AF392	1	2.0							
AG979	1	2.0							
AA803	1	2.0							
AG955	1	2.0							
AE166	1	2.0							
AG875	1	2.0							
AF059	1	2.0							
AG869	1	2.0							
AF058	1	2.0							
AF861	1	2.0							
AG497	0								
AH439	1	2.0							
AB392	0								
AH472	1	2.0							
AH274	1	2.0							
AC876	0								
AE279	1	2.0							
AH484	0								
AG968	0								
AE825	0								
AF866	0								
AE393	1	2.0							
AC557	1	2.0							
AH143	1	2.0							
AH082	1	2.0							
AG255	1	2.0							
AE760	1	2.0							
AC682	2	2.0							
AC738	2	2.0							
AG803	1	2.0							
AD870	1	2.0							
AB212	1	2.0							
AH249	1	2.0							
AG999	1	2.0							
AF282	0								
AF283	0								
AC994	1	2.0							
AC992	1	2.0							
AB425	1	2.0							
AB934	1	2.0							
AE750	1	2.0							
AG280	1	2.0							
AD697	0								
AF625	1	2.0							
AG630	1	2.0							
AH425	1	2.0							
AC107	2	2.0							
AA683	1	2.0							
AH058	1	2.0							
AF326	2	2.0							
AH189	1	2.0							
AD695	1	2.0							
AF639	1	2.0							
AA875	1	2.0							
AB437	1	2.0							
AE031	1	2.0							
AA796	1	2.0							
AE723	1	2.0							
AE460	1	2.0							
AE032	1	2.0							
AE033	1	2.0							
AG610	1	2.0							
AG914	1	2.0							
AE562	1	2.0							
AC103	1	2.0							
AG560	1	2.0							
AE850	1	2.0							
AE370	0								
AE102	1	2.0							
AF562	1	2.0							
AE442	1	2.0							
AF798	1	2.0							
AA986	1	2.0							
AD900	1	2.0							
AD901	1	2.0							
AE513	1	2.0							
AE514	1	2.0							
AF774	1	2.0							
AG367	1	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AE515	1	2.0							
AD986	1	2.0							
AD987	1	2.0							
AE477	1	2.0							
AG402	1	2.0							
AG612	1	2.0							
AF682	1	2.0							
AG244	1	2.0							
AH253	1	2.0							
AG245	1	2.0							
AF221	1	2.0							
AH378	1	2.0							
AF222	1	2.0							
AG899	1	2.0							
AG231	1	2.0							
AC178	1	2.0							
AE833	1	2.0							
AG230	1	2.0							
AF494	1	2.0							
AF493	1	2.0							
AF495	1	2.0							
AA931	1	2.0							
AA988	1	2.0							
AB225	0								
AF675	0								
AD898	0								
AD899	0								
AH104	1	2.0							
AG716	1	2.0							
AE020	1	2.0							
AG715	1	2.0							
AD902	0								
AF404	1	2.0							
AG644	0								
AC874	1	2.0							
AG038	1	2.0							
AG039	1	2.0							
AG006	1	2.0							
AA612	1	2.0							
AH034	0								
AC391	1	2.0							
AF068	1	2.0							
AE320	1	2.0							
AC376	1	2.0							
AH348	1	2.0							
AG103	1	2.0							
AH099	1	2.0							
AB673	1	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AE277	1	1.0							
AC870	1	2.0							
AE979	0								
AG711	0								
AF731	1	2.0							
AF730	1	2.0							
AB974	1	2.0							
AH182	1	2.0							
AF461	1	2.0							
AD528	1	2.0							
AG525	1	2.0							
AB202	1	2.0							
AD134	1	2.0							
AF200	0								
AE826	0								
AA396	1	2.0							
AH298	1	2.0							
AA507	1	2.0							
AH508	1	2.0							
AB291	1	2.0							
AA713	1	2.0							
AH217	1	2.0							
AH372	1	2.0							
AD215	1	2.0							
AC458	1	2.0							
AC198	1	2.0							
AF158	1	2.0							
AB308	1	2.0							
AD786	1	2.0							
AG508	1	2.0							
AE576	1	2.0							
AF645	1	2.0							
AE655	1	2.0							
AF857	1	2.0							
AG232	1	2.0							
AB866	1	2.0							
AE859	0								
AB617	1	2.0							
AH275	0								
AG987	0								
AH441	0								
AA041	1	2.0							
AA534	1	2.0							
AF337	1	2.0							
AF338	1	2.0							
AC503	1	2.0							
AG261	1	2.0							
AF945	1	2.0							
AG499	1	2.0							
AB648	1	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AB653	1	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AB652	1	2.0							
AB321	0								
AF517	1	2.0							
AE861	1	2.0							
AB908	1	2.0							
AH257	0								
AD934	0								
AG182	0								
AG183	0								
AD935	0								
AA421	0								
AF818	1	2.0							
AH471	1	2.0							
AE883	1	2.0							
AF328	1	2.0							
AB942	0								
AB162	1	2.0							
AG296	1	2.0							
AH315	1	2.0							
AH516	1	2.0							
AF566	1	2.0							
AF567	1	2.0							
AG332	0								
AG060	1	2.0							
AB207	1	1.0							
AB377	0								
AA239	1	2.0							
AA901	1	2.0							
AG417	1	2.0							
AF306	1	2.0							
AF305	1	2.0							
AB634	1	2.0							
AF889	0								
AD748	1	2.0							
AF873	1	2.0							
AC240	1	2.0							
AE173	1	2.0							
AE449	0								
AH318	1	2.0							
AG929	1	2.0							
AH448	1	2.0							
AC363	0								
AC361	0								
AH364	1	2.0							
AG117	1	2.0							
AD252	0								
AC428	0								
AD220	0								
AC367	0								
AA249	0								
AA248	0								
AA933	0								
AH445	0								
AH093	0								
AH262	0								
AF193	1	2.0							
AG764	1	2.0							
AF447	1	2.0							
AH361	1	2.0							
AC494	1	2.0							
AG195	0								
AG858	1	2.0							
AH228	1	2.0							
AH459	0								
AF186	0								
AB453	1	2.0							
AC657	1	2.0							
AD368	1	1.0							
AA864	1	1.0							
AC959	1	2.0							
AD417	1	2.0							
AC045	1	2.0							
AH153	1	1.0							
AH501	0								
AB456	1	1.0							
AG096	1	1.0							
AA975	0								
AA146	0								
AA737	0								
AC697	1	1.0							
AC316	0								
AC255	1	1.0							
AF912	0			0.0	0.0	0.0	0.0	0.0	0.0
AH232	1	1.0							
AB853	1	1.0							
AG856	1	1.0							
AE521	0								
AD617	0								
AH248	1	1.0							
AH338	1	1.0							
AC763	0								
AG809	0								
AG594	1	1.0							
AC765	0								
AF943	1	1.0							
AF032	1	1.0							
AF139	1	1.0							
AH089	1	1.0							
AF302	1	1.0							
AB286	1	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AD887	1	1.0							
AH117	1	1.0							
AH045	1	1.0							
AC865	1	1.0							
AE999	1	1.0							
AC867	1	1.0							
AC866	1	1.0							
AD217	1	1.0							
AE739	1	1.0							
AE996	1	1.0							
AE998	1	1.0							
AH049	0								
AC875	1	1.0							
AC521	1	1.0							
AC522	1	1.0							
AD345	1	1.0							
AC523	1	1.0							
AA550	1	1.0							
AH179	1	1.0							
AG151	0			0.0	0.0	0.0	0.0	0.0	0.0
AF076	1	1.0							
AE735	0								
AE661	0								
AE733	0								
AC328	1	1.0							
AC634	1	1.0							
AB176	1	1.0							
AH246	1	1.0							
AF119	1	1.0							
AD949	1	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AD840	1	1.0							
AB219	1	1.0							
AF466	1	1.0							
AF467	1	1.0							
AH111	1	1.0							
AD856	1	1.0							
AG377	1	1.0							
AG619	1	1.0							
AE621	1	1.0							
AE620	1	1.0							
AA510	1	1.0							
AC811	1	1.0							
AB299	1	1.0							
AB603	1	1.0							
AG286	0								
AH180	1	1.0							
AH223	1	1.0							
AA509	1	1.0							
AC186	1	1.0							
AC487	1	1.0							
AE512	1	1.0							
AD517	1	1.0							
AA929	1	1.0							
AF173	1	1.0							
AF734	1	1.0							
AE501	1	1.0							
AA477	1	1.0							
AH520	1	1.0							
AF969	0								
AH478	0								
AF970	0								
AH411	1	1.0							
AG988	1	1.0							
AE523	1	1.0							
AH375	0								
AH461	1	1.0							
AG995	0								
AC413	1	1.0							
AB297	0								
AE954	0								
AG669	1	1.0							
AG894	1	1.0							
AG927	1	1.0							
AG112	1	1.0							
AG913	1	1.0							
AF964	0								
AF544	0								
AE625	1	1.0							
AE626	1	1.0							
AG301	1	1.0							
AG506	1	1.0							
AG505	1	1.0							
AG788	1	1.0							
AG113	1	1.0							
AG852	1	1.0							
AF182	1	1.0							
AD392	1	1.0							
AF183	1	1.0							
AG057	1	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AG058	1	1.0							
AG730	1	1.0							
AE414	1	1.0							
AF600	1	1.0							
AA500	1	1.0							
AC195	1	1.0							
AE968	1	1.0							
AE899	2	1.0							
AC812	2	1.0							
AA685	1	1.0							
AF161	1	1.0							
AC814	1	1.0							
AF217	1	1.0							
AE085	1	1.0							
AG877	1	1.0							
AA900	1	1.0							
AD981	1	1.0							
AC923	1	1.0							
AG416	1	1.0							
AE083	1	1.0							
AE087	1	1.0							
AE679	1	1.0							
AA898	1	1.0							
AE150	1	1.0							
AG794	1	1.0							
AE180	0								
AH424	1	1.0							
AF941	1	1.0							
AE398	0								
AF984	0								
AC401	0								
AC399	0								
AE658	0								
AC398	0								
AF608	1	1.0							
AC944	1	1.0							
AH020	1	1.0							
AG768	1	1.0							
AA708	1	1.0							
AF465	1	1.0							
AA706	1	1.0							
AE652	0								
AF913	0								
AF627	1	1.0							
AC394	1	1.0							
AC393	1	1.0							
AC392	1	1.0							
AB847	1	1.0							
AB846	1	1.0							
AB848	1	1.0							
AA098	0								
AF910	0			0.0	0.0	0.0	0.0	0.0	0.0
AF020	1	1.0							
AA993	1	1.0							
AE531	1	1.0							
AH114	0								
AF656	0								
AE796	0								
AG270	1	1.0							
AB701	1	1.0							
AE798	1	1.0							
AF094	1	1.0							
AC210	1	1.0							
AG260	1	1.0							
AA948	0								
AH335	1	1.0							
AF341	1	1.0							
AH392	0								
AC383	1	1.0							
AG473	1	1.0							
AC188	1	1.0							
AB301	1	1.0							
AB473	1	1.0							
AA501	2	1.0							
AD892	1	1.0							
AH090	1	1.0							
AH367	1	1.0							
AG771	1	1.0							
AE654	1	1.0							
AH482	1	1.0							
AG751	1	1.0							
AH345	0								
AG908	0								
AE084	1	1.0							
AE680	1	1.0							
AA897	1	1.0							
AA899	1	1.0							
AA809	1	1.0							
AH215	1	1.0							
AA647	1	1.0							
AA808	1	1.0							
AG758	1	1.0							
AG302	1	1.0							
AH409	1	1.0							
AG854	1	1.0							
AB996	1	1.0							
AD348	1	1.0							
AH120	0								
AG459	0								
AG365	0								
AG460	1	1.0							
AD544	0								
AG903	0								
AD543	0								
AD542	0								
AD356	0								
AE815	1	1.0							
AF611	1	1.0							
AG369	0								
AG447	1	1.0							
AG777	1	1.0							
AG257	1	1.0							
AG796	1	1.0							
AE403	1	1.0							
AE446	1	1.0							
AE184	1	1.0							
AF259	0								
AC312	1	1.0							
AD265	1	1.0							
AA198	0								
AA790	0								
AH078	0								
AE631	0								
AF526	0								
AF855	0								
AA189	1	1.0							
AF127	1	1.0							
AG617	1	1.0							
AG073	1	1.0							
AA969	1	1.0							
AH480	1	1.0							
AC012	1	1.0							
AE290	1	1.0							
AC128	1	1.0							
AB214	1	1.0							
AF128	1	1.0							
AH043	1	1.0							
AD971	1	1.0							
AH339	0								
AE146	1	1.0							
AC330	0			0.0	0.0	0.0	0.0	0.0	0.0
AG125	0								
AF666	0								
AE218	0								
AH254	0								
AD176	1	1.0							
AD732	1	1.0							
AD360	0								
AD977	1	1.0							
AH302	0			0.0	0.0	0.0	0.0	0.0	0.0
AH061	0			0.0	0.0	0.0	0.0	0.0	0.0
AF409	0			0.0	0.0	0.0	0.0	0.0	0.0
AD445	0			0.0	0.0	0.0	0.0	0.0	0.0
AG868	0								
AH230	0			0.0	0.0	0.0	0.0	0.0	0.0
AG077	0			0.0	0.0	0.0	0.0	0.0	0.0
AH062	0			0.0	0.0	0.0	0.0	0.0	0.0
AH492	0			0.0	0.0	0.0	0.0	0.0	0.0
AE068	0			0.0	0.0	0.0	0.0	0.0	0.0
AF960	0			0.0	0.0	0.0	0.0	0.0	0.0
AH119	0			0.0	0.0	0.0	0.0	0.0	0.0
AF363	0			0.0	0.0	0.0	0.0	0.0	0.0
AH129	1	1.0							
AF815	0			0.0	0.0	0.0	0.0	0.0	0.0
AF258	0			0.0	0.0	0.0	0.0	0.0	0.0
AD241	0			0.0	0.0	0.0	0.0	0.0	0.0
AD385	0			0.0	0.0	0.0	0.0	0.0	0.0
AH442	0			0.0	0.0	0.0	0.0	0.0	0.0
AD924	0								
AG727	0								
AD595	0			0.0	0.0	0.0	0.0	0.0	0.0
AG359	0			0.0	0.0	0.0	0.0	0.0	0.0
AD161	0			0.0	0.0	0.0	0.0	0.0	0.0
AD166	0			0.0	0.0	0.0	0.0	0.0	0.0
AE693	0								
AF138	0								
AC117	0			0.0	0.0	0.0	0.0	0.0	0.0
AF253	0			0.0	0.0	0.0	0.0	0.0	0.0
AE052	0			0.0	0.0	0.0	0.0	0.0	0.0
AH479	0			0.0	0.0	0.0	0.0	0.0	0.0
AH462	0								
AH216	0			0.0	0.0	0.0	0.0	0.0	0.0
AH008	0			0.0	0.0	0.0	0.0	0.0	0.0
AE448	0			0.0	0.0	0.0	0.0	0.0	0.0
AC886	0			0.0	0.0	0.0	0.0	0.0	0.0
AA291	0			0.0	0.0	0.0	0.0	0.0	0.0
AF676	0			0.0	0.0	0.0	0.0	0.0	0.0
AF691	0								
AD261	0			0.0	0.0	0.0	0.0	0.0	0.0
AB682	0			0.0	0.0	0.0	0.0	0.0	0.0
AG886	0								
AH404	0								
AE878	0								
AE877	0								
AD625	0								
AG874	0			0.0	0.0	0.0	0.0	0.0	0.0
AH306	0			0.0	0.0	0.0	0.0	0.0	0.0
AF744	0			0.0	0.0	0.0	0.0	0.0	0.0
AF750	0			0.0	0.0	0.0	0.0	0.0	0.0
AD116	0			0.0	0.0	0.0	0.0	0.0	0.0
AF269	0			0.0	0.0	0.0	0.0	0.0	0.0
AH098	0								
AG443	0			0.0	0.0	0.0	0.0	0.0	0.0
AG444	0			0.0	0.0	0.0	0.0	0.0	0.0
AB431	0								
AH138	0			0.0	0.0	0.0	0.0	0.0	0.0
AH299	0			0.0	0.0	0.0	0.0	0.0	0.0
AG426	0			0.0	0.0	0.0	0.0	0.0	0.0
AG983	0								
AE824	0			0.0	0.0	0.0	0.0	0.0	0.0
AD255	0			0.0	0.0	0.0	0.0	0.0	0.0
AA759	0			0.0	0.0	0.0	0.0	0.0	0.0
AG592	0			0.0	0.0	0.0	0.0	0.0	0.0
AG862	0								
AA723	0								
AG888	0			0.0	0.0	0.0	0.0	0.0	0.0
AE257	0			0.0	0.0	0.0	0.0	0.0	0.0
AG682	0			0.0	0.0	0.0	0.0	0.0	0.0
AC279	0			0.0	0.0	0.0	0.0	0.0	0.0
AH456	0								
AH072	0								
AE684	0			0.0	0.0	0.0	0.0	0.0	0.0
AE635	0			0.0	0.0	0.0	0.0	0.0	0.0
AF586	0			0.0	0.0	0.0	0.0	0.0	0.0
AG841	0			0.0	0.0	0.0	0.0	0.0	0.0
AH178	0			0.0	0.0	0.0	0.0	0.0	0.0
AG967	0								
AB781	0								
AB783	0								
AG586	0								
AB865	0			0.0	0.0	0.0	0.0	0.0	0.0
AH311	0			0.0	0.0	0.0	0.0	0.0	0.0
AD616	0			0.0	0.0	0.0	0.0	0.0	0.0
AF558	0								
AD358	0			0.0	0.0	0.0	0.0	0.0	0.0
AE685	0			0.0	0.0	0.0	0.0	0.0	0.0
AD357	0			0.0	0.0	0.0	0.0	0.0	0.0
AB871	0			0.0	0.0	0.0	0.0	0.0	0.0
AE686	0			0.0	0.0	0.0	0.0	0.0	0.0
AH512	0								
AD603	0			0.0	0.0	0.0	0.0	0.0	0.0
AA572	0								
AA547	0								
AH290	0								
AE871	0			0.0	0.0	0.0	0.0	0.0	0.0
AH493	0			0.0	0.0	0.0	0.0	0.0	0.0
AB601	0			0.0	0.0	0.0	0.0	0.0	0.0
AG838	0			0.0	0.0	0.0	0.0	0.0	0.0
AF401	0								
AG769	0								
AH220	0			0.0	0.0	0.0	0.0	0.0	0.0
AF455	0								
AG953	0			0.0	0.0	0.0	0.0	0.0	0.0
AG775	0								
AH071	0			0.0	0.0	0.0	0.0	0.0	0.0
AG996	0								
AG533	0			0.0	0.0	0.0	0.0	0.0	0.0
AC229	0			0.0	0.0	0.0	0.0	0.0	0.0
AC230	0			0.0	0.0	0.0	0.0	0.0	0.0
AH014	0								
AC462	0			0.0	0.0	0.0	0.0	0.0	0.0
AG278	0								
AH199	0								
AH410	0			0.0	0.0	0.0	0.0	0.0	0.0
AF961	0								
AH258	0								
AD946	0			0.0	0.0	0.0	0.0	0.0	0.0
AB906	0								
AC436	0								
AH336	0								
AF391	0								
AE791	0								
AB525	0			0.0	0.0	0.0	0.0	0.0	0.0
AA776	0								
AH316	0								
AG312	0			0.0	0.0	0.0	0.0	0.0	0.0
AG254	0								
AH397	0			0.0	0.0	0.0	0.0	0.0	0.0
AB735	0			0.0	0.0	0.0	0.0	0.0	0.0
AF353	0			0.0	0.0	0.0	0.0	0.0	0.0
AB583	0			0.0	0.0	0.0	0.0	0.0	0.0
AA940	0			0.0	0.0	0.0	0.0	0.0	0.0
AE773	0			0.0	0.0	0.0	0.0	0.0	0.0
AG810	0								
AG770	0								
AH195	0								
AC846	0								
AC845	0								
AC173	0								
AH145	0								
AG641	0			0.0	0.0	0.0	0.0	0.0	0.0
AC744	0								
AE487	0								
AG159	0								
AC005	0								
AH131	0								
AH347	0								
AD640	0								
AF437	0			0.0	0.0	0.0	0.0	0.0	0.0
AH118	0								
AF157	0								
AB565	0								
AH395	0			0.0	0.0	0.0	0.0	0.0	0.0
AH363	0			0.0	0.0	0.0	0.0	0.0	0.0
AE852	0								
AE854	0								
AE853	0								
AE851	0								
AF349	0								
AF940	0								
AA703	0								
AH041	0								
AC996	0								
AF935	0								
AB849	0								
AA014	0								
AF456	0								
AE004	0								
AA652	0								
AF621	0			0.0	0.0	0.0	0.0	0.0	0.0
AE945	0			0.0	0.0	0.0	0.0	0.0	0.0
AH019	0								
AB972	0								
AD798	0								
AD799	0								
AF366	0								
AC515	0								
AD904	0								
AG300	0								
AD271	0								
AG242	0								
AB422	0								
AH412	0								
AD893	0								
AF106	0								
AF272	0								
AC513	0								
AE630	0								
AF296	0								
AF109	0								
AE268	0								
AE392	0								
AE183	0								
AC204	0			0.0	0.0	0.0	0.0	0.0	0.0
AG609	0								
AF005	0								
AG341	0								
AA451	0								
AF787	0								
AD171	0								
AB753	0								
AA997	0								
AC482	0								
AB007	0			0.0	0.0	0.0	0.0	0.0	0.0
AB423	0			0.0	0.0	0.0	0.0	0.0	0.0
AE023	0								
AD989	0								
AC636	0								
AE364	0			0.0	0.0	0.0	0.0	0.0	0.0
AE362	0								
AD666	0								
AA701	0								
AF864	0								
AC457	0								
AB502	0								
AE772	0								
AD359	0								
AE579	0			0.0	0.0	0.0	0.0	0.0	0.0
AC209	0			0.0	0.0	0.0	0.0	0.0	0.0
AF884	0								
AF184	0								
AF708	0								
AD684	0								
AE441	0			0.0	0.0	0.0	0.0	0.0	0.0
AF066	0								
AB890	0								
AE681	0			0.0	0.0	0.0	0.0	0.0	0.0
AF519	0			0.0	0.0	0.0	0.0	0.0	0.0
AC911	0			0.0	0.0	0.0	0.0	0.0	0.0
AB623	0								
AF271	0			0.0	0.0	0.0	0.0	0.0	0.0
AG627	0			0.0	0.0	0.0	0.0	0.0	0.0
AE730	0								
AD139	0			0.0	0.0	0.0	0.0	0.0	0.0
AG256	0			0.0	0.0	0.0	0.0	0.0	0.0
AG394	0								
AF220	0			0.0	0.0	0.0	0.0	0.0	0.0
AG645	0			0.0	0.0	0.0	0.0	0.0	0.0
AG607	0								
AC495	0			0.0	0.0	0.0	0.0	0.0	0.0
AA004	0								
AD516	0								
AG518	0								
AE365	0								
AF702	0			0.0	0.0	0.0	0.0	0.0	0.0
AD829	0								
AF087	0								
AE492	0			0.0	0.0	0.0	0.0	0.0	0.0
AG680	0			0.0	0.0	0.0	0.0	0.0	0.0
AB884	0			0.0	0.0	0.0	0.0	0.0	0.0
AC997	0								
AG066	0								
AG065	0								
AA606	0								
AG067	0								
AA604	0								
AF552	0			0.0	0.0	0.0	0.0	0.0	0.0
AF617	0								
AG357	0			0.0	0.0	0.0	0.0	0.0	0.0
AF749	0			0.0	0.0	0.0	0.0	0.0	0.0
AG188	0			0.0	0.0	0.0	0.0	0.0	0.0
AF248	0			0.0	0.0	0.0	0.0	0.0	0.0
AG623	0			0.0	0.0	0.0	0.0	0.0	0.0
AF694	0			0.0	0.0	0.0	0.0	0.0	0.0
AF247	0			0.0	0.0	0.0	0.0	0.0	0.0
AC661	0			0.0	0.0	0.0	0.0	0.0	0.0
AD926	0								
AD927	0								
AC921	0								
AD929	0								
AD925	0								
AC176	0								
AE832	0			0.0	0.0	0.0	0.0	0.0	0.0
AF297	0			0.0	0.0	0.0	0.0	0.0	0.0
AD833	0			0.0	0.0	0.0	0.0	0.0	0.0
AD607	0								
AB612	0			0.0	0.0	0.0	0.0	0.0	0.0
AB611	0			0.0	0.0	0.0	0.0	0.0	0.0
AG279	0			0.0	0.0	0.0	0.0	0.0	0.0
AE433	0			0.0	0.0	0.0	0.0	0.0	0.0
AF779	0			0.0	0.0	0.0	0.0	0.0	0.0
AE404	0			0.0	0.0	0.0	0.0	0.0	0.0
AG567	0			0.0	0.0	0.0	0.0	0.0	0.0
AB877	0			0.0	0.0	0.0	0.0	0.0	0.0
AG532	0			0.0	0.0	0.0	0.0	0.0	0.0
AB769	0			0.0	0.0	0.0	0.0	0.0	0.0
AG531	0			0.0	0.0	0.0	0.0	0.0	0.0
AB768	0			0.0	0.0	0.0	0.0	0.0	0.0
AB663	0								
AB662	0								
AD391	0			0.0	0.0	0.0	0.0	0.0	0.0
AG571	0			0.0	0.0	0.0	0.0	0.0	0.0
AG572	0			0.0	0.0	0.0	0.0	0.0	0.0
AC007	0								
AD514	0								
AH362	0								
AG011	0								
AG033	0			0.0	0.0	0.0	0.0	0.0	0.0
AE808	0			0.0	0.0	0.0	0.0	0.0	0.0
AB896	0			0.0	0.0	0.0	0.0	0.0	0.0
AF078	0								
AD118	0			0.0	0.0	0.0	0.0	0.0	0.0
AE275	0			0.0	0.0	0.0	0.0	0.0	0.0
AA926	0								
AD524	0								
AD525	0			0.0	0.0	0.0	0.0	0.0	0.0
AE508	0								
AB667	0								
AF320	0								
AD449	0								
AC438	0								
AB658	0								
AB755	0								
AE817	0			0.0	0.0	0.0	0.0	0.0	0.0
AD523	0			0.0	0.0	0.0	0.0	0.0	0.0
AB057	0			0.0	0.0	0.0	0.0	0.0	0.0
AB654	0								
AF386	0								
AF263	0								
AE754	0								
AC504	0								
AD618	0								
AE831	0								
AB715	0								
AG097	0			0.0	0.0	0.0	0.0	0.0	0.0
AA871	0			0.0	0.0	0.0	0.0	0.0	0.0
AF995	0								
AD102	0			0.0	0.0	0.0	0.0	0.0	0.0
AC208	0								
AC201	0								
AA308	0			0.0	0.0	0.0	0.0	0.0	0.0
AG271	0								
AF844	0			0.0	0.0	0.0	0.0	0.0	0.0
AA530	0								
AB248	0								
AH209	0			0.0	0.0	0.0	0.0	0.0	0.0
AG686	0			0.0	0.0	0.0	0.0	0.0	0.0
AD850	0			0.0	0.0	0.0	0.0	0.0	0.0
AG203	0								
AD401	0								
AD619	0								
AC187	0			0.0	0.0	0.0	0.0	0.0	0.0
AA793	0								
AD534	0								
AA799	0								
AD071	0								
AB585	0								
AB791	0								
AB584	0								
AG670	0			0.0	0.0	0.0	0.0	0.0	0.0
AE356	0			0.0	0.0	0.0	0.0	0.0	0.0
AE443	0			0.0	0.0	0.0	0.0	0.0	0.0
AD277	0								
AH214	0								
AE491	0								
AA257	0								
AF453	0								
AG268	0								
AG398	0								
AG399	0								
AG717	0								
AD142	0			0.0	0.0	0.0	0.0	0.0	0.0
AD143	0								
AD880	0								
AD878	0								
AD879	0								
AC913	0								
AD460	0								
AH440	0								
AE259	0								
AE316	0								
AC656	0								
AB904	0								
AE866	0								
AE865	0								
AD242	0			0.0	0.0	0.0	0.0	0.0	0.0
AB520	0			0.0	0.0	0.0	0.0	0.0	0.0
AB500	0			0.0	0.0	0.0	0.0	0.0	0.0
AB516	0								
AE952	0			0.0	0.0	0.0	0.0	0.0	0.0
AG587	0								
AF553	0								
AG241	0			0.0	0.0	0.0	0.0	0.0	0.0
AB784	0			0.0	0.0	0.0	0.0	0.0	0.0
AG584	0			0.0	0.0	0.0	0.0	0.0	0.0
AB780	0			0.0	0.0	0.0	0.0	0.0	0.0
AA879	0			0.0	0.0	0.0	0.0	0.0	0.0
AC325	0								
AD209	0								
AE806	0								
AF226	0								
AG605	0								
AF227	0								
AH125	0								
AH511	0								
AB507	0			0.0	0.0	0.0	0.0	0.0	0.0
AG892	0								
AB647	0								
AH032	0								
AG772	0								
AE221	0								
AH352	0								
AG606	0								
AA520	0								
AE592	0								
AC174	0			0.0	0.0	0.0	0.0	0.0	0.0
AG599	0								
AD206	0			0.0	0.0	0.0	0.0	0.0	0.0
AG197	0								
AG673	0								
AG001	0			0.0	0.0	0.0	0.0	0.0	0.0
AB566	0			0.0	0.0	0.0	0.0	0.0	0.0
AG978	0								
AG636	0								
AG106	0			0.0	0.0	0.0	0.0	0.0	0.0
AH261	0								
AB564	0								
AE601	0			0.0	0.0	0.0	0.0	0.0	0.0
AE602	0			0.0	0.0	0.0	0.0	0.0	0.0
AE391	0								
AG452	0								
AE516	0								
AG059	0								
AF808	0								
AG272	0								
AF472	0								
AG233	0								
AC801	0			0.0	0.0	0.0	0.0	0.0	0.0
AA390	0			0.0	0.0	0.0	0.0	0.0	0.0
AC429	0			0.0	0.0	0.0	0.0	0.0	0.0
AC366	0			0.0	0.0	0.0	0.0	0.0	0.0
AA251	0			0.0	0.0	0.0	0.0	0.0	0.0
AA250	0			0.0	0.0	0.0	0.0	0.0	0.0
AA780	0								
AD708	0								
AF389	0								
AD701	0								
AD152	0								
AE222	0								
AG966	0								
AB786	0			0.0	0.0	0.0	0.0	0.0	0.0
AC171	0			0.0	0.0	0.0	0.0	0.0	0.0
AG458	0			0.0	0.0	0.0	0.0	0.0	0.0
AE147	0			0.0	0.0	0.0	0.0	0.0	0.0
AG196	0			0.0	0.0	0.0	0.0	0.0	0.0
AE709	0			0.0	0.0	0.0	0.0	0.0	0.0
AD172	0								
AD686	0								
AG005	0								
AD066	0								
AA017	0								
AB357	0								
AB803	0			0.0	0.0	0.0	0.0	0.0	0.0
AB802	0			0.0	0.0	0.0	0.0	0.0	0.0
AE731	0			0.0	0.0	0.0	0.0	0.0	0.0
AE606	0			0.0	0.0	0.0	0.0	0.0	0.0
AG671	0								
AB664	0			0.0	0.0	0.0	0.0	0.0	0.0
AB857	0								
AB379	0								
AG991	0								
AA460	0			0.0	0.0	0.0	0.0	0.0	0.0
AE189	0								
