backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AC663	6	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AB231	4	3.0	6.0						
AA575	10	3.0	5.0						
AC932	3	1.0	8.0						
AB144	2	4.0							
AB862	1	8.0							
AE896	1	8.0							
AB055	3	3.0	8.0						
AA819	10	3.0	5.0						
AG081	2	7.0							
AC342	2	4.0							
AD214	4	6.0	7.0						
AB737	2	6.0							
AE507	4	1.0	8.0						
AB760	8	1.0	2.0						
AD624	2	7.0							
AF537	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AD314	2	5.0							
AD547	1	7.0							
AB788	1	8.0							
AE605	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG440	1	7.0							
AG246	2	3.0							
AC377	2	1.0							
AF972	4	4.0	5.0						
AE390	3	3.0	8.0						
AE809	10	4.0	5.0						
AC314	3	6.0	8.0						
AE898	3	5.0	6.0						
AE956	3	1.0	6.0						
AC512	3	5.0	7.0						
AC028	2	2.0							
AD645	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AC370	2	6.0							
AG034	4	4.0	6.0						
AE095	1	5.0							
AB524	2	5.0							
AE610	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC106	1	8.0							
AG371	3	5.0	8.0						
AG114	1	7.0							
AD725	2	4.0							
AD728	3	1.0	8.0						
AD722	4	1.0	5.0						
AF790	4	4.0	6.0						
AD724	3	3.0	8.0						
AG915	1	3.0							
AF376	3	3.0	8.0						
AG016	1	4.0							
AC680	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC938	1	4.0							
AG482	2	5.0							
AD175	3	5.0	8.0						
AD109	2	3.0							
AD676	2	4.0							
AD602	3	4.0	7.0						
AC681	5	2.0	5.0						
AB549	6	2.0	8.0						
AE762	7	3.0	5.0						
AA632	2	3.0							
AC112	1	4.0							
AD399	5	3.0	6.0						
AH166	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG333	1	8.0							
AA342	4	2.0	4.0						
AC202	3	2.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AC081	2	5.0							
AG189	4	2.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0
AC752	1	2.0							
AB860	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AB858	5	3.0	5.0						
AB372	2	1.0							
AA131	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG526	3	5.0	8.0						
AD185	3	2.0	8.0						
AC703	4	1.0	6.0						
AA443	5	2.0	5.0						
AD531	1	8.0							
AC565	4	2.0	4.0						
AB749	3	6.0	8.0						
AD477	1	6.0							
AH222	2	4.0							
AC925	1	1.0							
AD299	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC637	3	1.0	7.0						
AD233	2	4.0							
AA861	8	2.0	4.0						
AG172	7	1.0	5.0						
AB726	7	5.0	5.0						
AC343	3	5.0	8.0						
AB969	4	5.0	8.0						
AB970	2	3.0							
AA419	5	2.0	5.0						
AC508	3	7.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AB522	2	6.0							
AF198	1	4.0							
AB523	1	8.0							
AF195	1	8.0							
AC017	1	8.0							
AA299	4	3.0	6.0						
AC638	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB684	5	4.0	5.0						
AB582	1	4.0							
AC646	1	4.0							
AA939	1	4.0							
AG361	2	6.0							
AG851	2	5.0							
AC528	3	2.0	8.0						
AE134	3	2.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0
AB879	2	6.0							
AD948	4	5.0	6.0						
AF352	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE549	3	5.0	8.0						
AE548	4	4.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AF408	0			0.0	0.0	0.0	0.0	0.0	0.0
AH451	1	8.0							
AG226	1	8.0							
AD475	1	4.0							
AB168	4	4.0	7.0						
AC407	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AF565	1	8.0							
AF585	1	8.0							
AG206	0			0.0	0.0	0.0	0.0	0.0	0.0
AE639	2	8.0							
AG524	4	5.0	7.0						
AE920	1	8.0							
AF288	3	7.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AA858	4	5.0	8.0						
AC109	6	1.0	1.0						
AB694	10	4.0	5.0						
AB696	5	5.0	6.0						
AD529	6	5.0	7.0	0.0	0.0	1.0	0.0	0.0	3.0
AF944	2	7.0							
AF716	4	7.0	7.0						
AE924	5	1.0	5.0						
AD699	1	8.0							
AH233	1	8.0							
AE412	4	1.0	4.0						
AA313	6	2.0	5.0						
AA168	3	5.0	8.0						
AA213	2	3.0							
AC020	1	7.0							
AB984	2	6.0							
AC079	3	5.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AA357	0			0.0	0.0	0.0	0.0	0.0	0.0
AA434	4	5.0	6.0	0.0	0.0	1.0	0.0	0.0	2.0
AA398	6	4.0	6.0						
AD084	2	2.0							
AE135	1	1.0							
AB209	1	4.0							
AB204	1	2.0							
AC837	2	4.0							
AA236	10	1.0	3.0						
AA240	4	3.0	8.0						
AA266	4	5.0	6.0						
AA269	5	3.0	5.0						
AG747	1	8.0							
AD284	2	2.0							
AD282	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG748	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AD250	2	6.0							
AC547	4	3.0	7.0						
AC427	2	3.0							
AC338	3	1.0	8.0						
AF766	1	3.0							
AA110	10	4.0	5.0						
AA649	4	5.0	5.0						
AB831	3	3.0	7.0						
AB567	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC406	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA165	3	4.0	8.0						
AA328	11	2.0	5.0						
AG405	1	8.0							
AG782	2	6.0							
AG801	2	5.0							
AH481	1	5.0							
AB266	4	1.0	6.0						
AG591	2	1.0							
AA301	3	4.0	8.0						
AB005	5	5.0	6.0						
AE241	2	1.0							
AG221	2	2.0							
AA831	4	3.0	5.0	0.0	1.0	1.0	0.0	1.0	2.0
AF001	2	4.0							
AB151	3	4.0	8.0						
AG495	4	1.0	6.0						
AE126	3	5.0	8.0						
AA076	1	6.0							
AG121	3	4.0	6.0						
AB304	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF786	2	4.0							
AF614	1	8.0							
AE178	1	8.0							
AF115	1	2.0							
AD083	3	2.0	7.0						
AE216	7	2.0	6.0						
AE047	3	6.0	8.0						
AE664	2	2.0							
AF067	3	2.0	8.0						
AA571	2	6.0							
AA569	2	4.0							
AF265	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD600	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AC385	3	3.0	8.0						
AC586	4	6.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0
AD407	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC351	2	6.0							
AC051	2	5.0							
AD593	3	6.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0
AD727	2	4.0							
AA089	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC331	2	1.0							
AG511	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AE474	2	5.0							
AB249	4	1.0	6.0						
AF870	2	7.0							
AC042	1	8.0							
AC118	2	3.0							
AA567	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AB257	1	8.0							
AD594	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC589	2	7.0							
AC388	2	3.0							
AG736	3	3.0	8.0						
AF651	1	8.0							
AE220	2	6.0							
AG705	3	6.0	8.0						
AA069	3	1.0	8.0						
AH006	7	1.0	5.0						
AE103	3	2.0	8.0						
AE559	2	2.0							
AE640	1	6.0							
AB641	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD991	2	1.0							
AH289	2	5.0							
AA231	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA241	2	6.0							
AD113	4	6.0	6.0						
AA235	4	2.0	8.0						
AG665	3	3.0	8.0						
AB451	3	4.0	8.0						
AE300	1	8.0							
AD160	4	3.0	7.0						
AG118	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC134	2	3.0							
AB491	3	3.0	6.0						
AD044	2	2.0							
AD951	1	2.0							
AG277	0								
AA622	6	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AA623	1	8.0							
AB809	2	7.0							
AH025	3	4.0	8.0						
AB177	2	2.0							
AA778	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AB370	1	8.0							
AG556	3	5.0	8.0						
AD634	4	1.0	7.0						
AE568	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AH219	2	4.0							
AF120	2	5.0							
AD551	3	2.0	8.0						
AE827	1	8.0							
AG339	1	8.0							
AD026	1	8.0							
AB533	3	3.0	8.0						
AA101	3	3.0	4.0						
AG293	1	3.0							
AC310	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB407	3	1.0	8.0						
AA763	4	5.0	7.0						
AG219	1	2.0							
AA194	1	4.0							
AF278	2	3.0							
AF334	2	4.0							
AA876	2	4.0							
AD765	2	3.0							
AB671	8	3.0	5.0						
AD764	2	4.0							
AE428	2	2.0							
AE936	5	2.0	4.0						
AB458	2	2.0							
AB975	3	1.0	8.0						
AA785	1	8.0							
AA061	4	1.0	8.0						
AG158	2	6.0							
AG109	2	2.0							
AE705	0			0.0	0.0	0.0	0.0	0.0	0.0
AG815	1	8.0							
AA630	2	5.0							
AB614	6	1.0	4.0						
AG184	6	4.0	5.0						
AA348	2	8.0							
AF920	3	4.0	8.0						
AE708	1	8.0							
AC506	2	5.0							
AE043	1	8.0							
AB933	2	1.0							
AD757	2	6.0							
AC672	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG634	2	6.0							
AD013	2	5.0							
AB854	3	1.0	8.0	1.0	1.0	1.0	0.0	0.0	2.0
AA732	1	2.0							
AC955	3	2.0	5.0						
AA730	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AA728	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AD803	2	3.0							
AC980	2	7.0							
AA201	4	4.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AC902	5	2.0	5.0						
AA727	2	3.0							
AD336	5	3.0	6.0						
AA056	8	2.0	5.0						
AF104	2	5.0							
AF101	3	4.0	8.0						
AC213	1	4.0							
AD453	1	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AG141	2	7.0							
AG222	3	1.0	7.0						
AC574	3	3.0	8.0						
AF736	1	8.0							
AF072	2	5.0							
AF146	1	5.0							
AE544	2	2.0							
AE545	3	2.0	8.0						
AE543	4	2.0	6.0						
AE109	5	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AA661	5	6.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0
AD408	3	4.0	6.0						
AA430	7	2.0	3.0						
AB850	6	2.0	3.0						
AE586	1	2.0							
AB395	2	1.0							
AE291	2	4.0							
AE615	7	4.0	5.0						
AF997	2	1.0							
AC692	7	1.0	3.0						
AF205	4	1.0	7.0						
AF877	1	4.0							
AC838	5	1.0	5.0						
AC789	3	4.0	8.0						
AA051	4	5.0	7.0						
AC090	6	2.0	5.0						
AD889	2	1.0		1.0	1.0	1.0	0.0	0.0	1.0
AD081	1	8.0							
AF996	3	3.0	8.0						
AC514	6	3.0	5.0						
AC092	1	1.0							
AD325	1	8.0							
AD647	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AH169	1	8.0							
AC099	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AA771	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC772	11	4.0	5.0						
AE682	10	5.0	5.0						
AE932	3	8.0	8.0						
AA736	4	6.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0
AA349	6	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AG970	2	7.0							
AD709	3	7.0	8.0						
AE309	4	2.0	6.0						
AB536	8	2.0	3.0						
AA846	6	5.0	6.0						
AD669	4	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AH334	2	4.0							
AB983	3	5.0	8.0						
AE564	3	2.0	8.0						
AC304	3	5.0	8.0						
AF027	2	5.0							
AA557	5	3.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0
AG386	2	5.0							
AH081	3	4.0	8.0						
AG418	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG178	1	8.0							
AF358	1	8.0							
AF978	1	3.0							
AG116	2	1.0							
AG464	2	5.0							
AE071	3	6.0	8.0						
AD815	2	4.0							
AC324	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AC614	3	2.0	8.0						
AF667	0			0.0	0.0	0.0	0.0	0.0	0.0
AC113	5	3.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0
AB874	2	3.0							
AB080	5	1.0	4.0						
AG163	2	4.0							
AC441	1	8.0							
AF471	10	2.0	5.0						
AE107	3	4.0	7.0	0.0	0.0	1.0	0.0	0.0	2.0
AF823	1	8.0							
AG698	2	4.0							
AE692	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AA960	1	2.0							
AE837	2	2.0							
AB023	2	2.0							
AB092	2	2.0							
AC782	2	2.0							
AD874	4	2.0	7.0						
AC786	3	2.0	7.0						
AB022	2	2.0							
AC961	6	4.0	5.0						
AF175	2	5.0							
AC740	1	1.0							
AB497	1	4.0							
AE766	5	5.0	7.0						
AC654	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AD236	0								
AB494	2	2.0							
AF025	3	6.0	7.0						
AC581	2	2.0							
AA768	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AF292	4	3.0	5.0						
AE645	2	8.0							
AC647	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AE612	1	8.0							
AG129	2	3.0							
AG128	2	3.0							
AF426	2	3.0							
AA503	3	3.0	6.0						
AE902	1	1.0							
AB121	8	2.0	3.0						
AA508	5	1.0	5.0						
AD881	1	8.0							
AH204	2	4.0							
AA129	4	5.0	7.0						
AF578	0			0.0	0.0	0.0	0.0	0.0	0.0
AE930	4	2.0	3.0						
AE271	3	4.0	8.0						
AA040	0			0.0	0.0	0.0	0.0	0.0	0.0
AC451	2	5.0							
AE360	6	4.0	8.0						
AB840	7	4.0	8.0						
AB834	5	4.0	8.0						
AB835	7	4.0	8.0						
AC244	3	3.0	6.0						
AD303	2	3.0							
AH102	2	5.0							
AE359	5	4.0	8.0						
AB841	4	4.0	8.0						
AB838	6	4.0	8.0						
AB402	2	8.0							
AB839	5	4.0	8.0						
AB837	4	4.0	8.0						
AB836	6	4.0	8.0						
AH113	4	4.0	8.0						
AF802	1	8.0							
AF846	2	2.0							
AD106	2	8.0							
AD107	2	7.0							
AA222	2	3.0							
AA559	4	1.0	7.0						
AE455	4	1.0	7.0						
AE254	2	1.0							
AA911	1	3.0							
AA700	3	3.0	6.0						
AB310	5	1.0	5.0						
AA124	2	4.0							
AB378	3	2.0	8.0						
AC374	5	2.0	4.0						
AF379	2	3.0							
AD575	7	2.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0
AD719	2	6.0							
AA090	1	8.0							
AE926	1	4.0							
AG792	1	2.0							
AC274	2	5.0							
AC542	7	3.0	6.0						
AC267	4	1.0	6.0						
AC266	5	2.0	6.0						
AG026	4	4.0	7.0						
AC286	3	3.0	8.0						
AC729	4	1.0	5.0						
AE272	3	7.0	8.0						
AE263	1	2.0							
AC096	4	5.0	8.0						
AC098	2	3.0							
AD511	3	3.0	8.0						
AC655	1	8.0							
AB195	5	4.0	5.0						
AF160	2	2.0							
AF948	1	8.0							
AA605	2	7.0							
AA180	2	5.0							
AG557	2	4.0							
AG253	2	8.0							
AE644	6	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AC119	5	4.0	7.0						
AA273	2	5.0							
AA593	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC272	4	3.0	7.0						
AC335	6	1.0	1.0						
AF594	2	3.0							
AB863	3	1.0	8.0						
AD979	8	4.0	5.0						
AG147	1	3.0							
AH140	4	4.0	8.0						
AG724	5	2.0	5.0						
AA682	3	3.0	6.0						
AE120	5	6.0	6.0						
AD601	4	6.0	6.0						
AF986	2	1.0							
AA794	2	4.0							
AA464	2	2.0							
AG264	2	4.0							
AB294	1	8.0							
AF033	3	5.0	8.0						
AF496	2	6.0							
AD244	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AE561	1	8.0							
AF441	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AF116	1	8.0							
AF037	3	2.0	8.0						
AF038	3	6.0	8.0						
AG320	3	3.0	8.0						
AC062	2	4.0							
AA656	2	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AA951	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD536	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AD370	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AF086	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AD181	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AD369	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG504	2	3.0							
AG611	2	5.0							
AB454	3	6.0	8.0						
AD319	4	1.0	5.0						
AD317	3	4.0	8.0						
AB166	2	4.0							
AE494	5	3.0	4.0						
AA484	4	1.0	6.0						
AC162	3	4.0	6.0						
AE186	2	5.0							
AD940	2	1.0							
AH050	3	3.0	8.0						
AC158	2	4.0							
AH064	1	1.0							
AD770	3	4.0	8.0						
AG119	2	7.0							
AG652	2	3.0							
AE881	1	3.0							
AA925	1	3.0							
AF126	2	1.0							
AB810	1	8.0							
AC122	4	3.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0
AF254	2	2.0							
AA433	3	6.0	7.0						
AB905	1	8.0							
AC872	2	1.0							
AC149	3	3.0	8.0						
AC300	3	6.0	8.0						
AD263	1	4.0							
AB158	7	1.0	3.0						
AG314	3	2.0	8.0						
AF298	7	1.0	3.0						
AF489	2	4.0							
AF737	4	4.0	6.0						
AC241	2	3.0							
AD747	2	5.0							
AD746	3	5.0	8.0						
AE819	1	5.0							
AD015	1	2.0							
AA137	1	8.0							
AC488	1	8.0							
AG104	0								
AB639	5	5.0	6.0						
AA092	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA097	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AC145	4	5.0	5.0						
AB632	1	7.0							
AE454	3	1.0	8.0						
AG713	0								
AE006	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AE840	4	5.0	6.0						
AG483	1	5.0							
AE249	5	4.0	5.0	0.0	0.0	1.0	0.0	1.0	3.0
AF834	3	3.0	6.0						
AD872	2	3.0							
AA223	2	6.0							
AF662	2	4.0							
AC152	1	8.0							
AG215	2	3.0							
AE116	3	4.0	6.0						
AB985	1	7.0							
AF879	2	1.0							
AF463	1	8.0							
AD678	1	8.0							
AD262	2	6.0							
AD605	3	4.0	7.0						
AH163	2	4.0							
AA555	6	3.0	5.0						
AA307	4	3.0	5.0						
AD997	7	4.0	5.0						
AB759	7	1.0	4.0						
AF021	1	8.0							
AE517	1	2.0							
AD131	6	4.0	6.0						
AE232	5	2.0	5.0						
AD944	1	8.0							
AG714	1	8.0							
AC175	2	3.0							
AD759	1	8.0							
AF974	1	7.0							
AD253	0								
AD494	3	3.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0
AE447	3	5.0	6.0						
AG052	1	3.0							
AA791	2	2.0							
AD777	2	3.0							
AE204	6	3.0	6.0						
AF286	2	3.0							
AH286	1	8.0							
AF587	0			0.0	0.0	0.0	0.0	0.0	0.0
AC705	2	4.0							
AC679	2	4.0							
AD100	8	1.0	5.0	1.0	1.0	1.0	0.0	1.0	3.0
AB887	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD361	2	2.0							
AE304	3	3.0	8.0						
AD771	3	3.0	6.0						
AB776	7	4.0	6.0						
AE706	5	4.0	6.0						
AE674	6	5.0	6.0						
AF748	2	1.0							
AB517	0								
AA536	2	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA310	3	2.0	8.0						
AC747	4	5.0	8.0						
AA312	2	2.0							
AB747	2	2.0							
AD813	2	2.0							
AF411	4	3.0	5.0						
AE343	1	8.0							
AE350	2	3.0							
AB083	2	4.0							
AB889	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AC633	2	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AC807	1	1.0							
AF321	1	1.0							
AC766	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG370	2	1.0							
AC554	3	2.0	7.0						
AA789	1	4.0							
AC080	2	6.0							
AB085	1	8.0		0.0	0.0	0.0	0.0	0.0	1.0
AG543	1	8.0							
AC013	2	1.0							
AC380	0								
AF930	0								
AE662	1	6.0							
AB280	11	1.0	2.0						
AA976	7	4.0	5.0						
AC123	2	5.0							
AC880	2	5.0							
AB965	6	3.0	6.0						
AG450	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG283	0			0.0	0.0	0.0	0.0	0.0	0.0
AF521	3	5.0	8.0						
AF295	1	8.0							
AE482	1	8.0							
AF981	1	8.0							
AD988	1	8.0							
AF980	1	8.0							
AE041	2	5.0							
AF958	2	4.0							
AD761	5	3.0	5.0						
AE634	2	3.0							
AF850	2	4.0							
AB929	2	2.0							
AB928	5	2.0	7.0						
AC713	2	1.0							
AH390	3	5.0	8.0	0.0	0.0	1.0	0.0	0.0	2.0
AA037	3	3.0	7.0						
AB988	1	8.0							
AE000	2	8.0							
AE794	2	1.0							
AC185	3	5.0	8.0						
AC303	5	5.0	7.0						
AB937	2	5.0							
AC420	0								
AG004	1	8.0							
AF451	2	5.0							
AE944	0			0.0	0.0	0.0	0.0	0.0	0.0
AF044	0			0.0	0.0	0.0	0.0	0.0	0.0
AD651	4	1.0	3.0						
AC623	3	2.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0
AF368	2	2.0							
AE816	1	4.0							
AF717	3	2.0	6.0						
AB287	3	1.0	8.0						
AC283	2	1.0							
AD560	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AG840	2	6.0							
AC276	1	2.0							
AC452	4	3.0	6.0						
AD945	6	1.0	2.0						
AE710	1	8.0							
AA059	1	6.0							
AE768	3	5.0	8.0						
AB982	3	5.0	8.0						
AC430	2	4.0							
AF442	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AA795	4	4.0	7.0						
AD059	1	8.0							
AC669	3	4.0	7.0						
AD057	3	4.0	7.0						
AB048	6	4.0	5.0						
AD061	1	8.0							
AC711	3	3.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0
AA499	1	8.0							
AG848	1	8.0							
AG725	2	1.0							
AG575	1	8.0							
AF011	1	8.0							
AG816	2	3.0							
AD382	6	2.0	4.0						
AF056	2	3.0							
AD012	1	6.0							
AF055	2	3.0							
AE473	2	3.0							
AD384	4	2.0	6.0						
AG581	1	6.0							
AD656	1	8.0							
AB550	1	4.0							
AB438	1	8.0							
AE505	4	4.0	6.0						
AC715	5	1.0	4.0						
AB074	4	5.0	7.0						
AA797	2	4.0							
AG229	2	5.0							
AD930	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC225	1	8.0							
AD673	1	3.0							
AD674	1	5.0							
AB015	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA471	2	3.0							
AC085	2	7.0							
AB921	1	5.0							
AH489	1	6.0							
AH205	2	3.0							
AB328	1	7.0							
AE411	3	4.0	7.0						
AB855	3	4.0	7.0						
AA720	4	1.0	6.0						
AE792	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AG008	2	7.0							
AD876	1	7.0							
AG496	2	3.0							
AE026	1	3.0							
AE030	7	1.0	4.0						
AB012	3	6.0	7.0						
AC164	2	3.0							
AD827	1	3.0							
AB707	2	1.0							
AA987	1	2.0							
AG721	3	2.0	7.0						
AG120	2	2.0							
AG828	3	3.0	7.0						
AE372	3	2.0	7.0						
AB349	2	1.0							
AC820	3	4.0	7.0						
AC590	2	4.0							
AC583	4	2.0	7.0						
AH160	2	1.0							
AG311	4	4.0	7.0						
AF928	1	1.0							
AB842	2	7.0							
AF917	0			0.0	0.0	0.0	0.0	0.0	0.0
AF887	2	2.0							
AB479	2	5.0							
AG942	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AF427	1	7.0							
AC760	1	7.0							
AF968	2	5.0							
AH373	2	1.0							
AE774	3	4.0	7.0						
AB955	2	4.0							
AF329	1	7.0							
AA512	2	5.0							
AB315	2	2.0							
AB149	2	4.0							
AA863	1	7.0							
AD425	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AD919	2	1.0							
AD427	3	5.0	7.0						
AE913	2	5.0							
AA479	1	7.0							
AB312	2	7.0							
AD067	0			0.0	0.0	0.0	0.0	0.0	0.0
AC414	4	5.0	6.0						
AD159	3	4.0	7.0						
AD089	2	7.0							
AE977	4	4.0	6.0						
AF257	2	6.0							
AA854	2	4.0							
AD532	3	3.0	7.0						
AF554	3	6.0	7.0						
AE526	2	1.0							
AF397	1	7.0							
AG266	1	7.0							
AF245	2	1.0							
AC774	4	1.0	5.0						
AD112	3	3.0	7.0						
AD620	2	2.0							
AF794	3	5.0	7.0						
AF293	1	7.0							
AG247	3	2.0	7.0						
AE724	3	3.0	7.0						
AG778	2	2.0							
AE958	3	4.0	5.0						
AA408	1	3.0							
AF503	2	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AC985	1	2.0							
AG379	3	6.0	7.0						
AB489	3	1.0	3.0						
AG752	1	5.0							
AA566	2	4.0							
AB189	7	3.0	5.0						
AD682	1	7.0							
AC553	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AA666	3	4.0	7.0						
AA496	2	3.0							
AD326	1	7.0							
AB790	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AA373	2	1.0							
AC217	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AC264	3	6.0	7.0						
AC214	3	3.0	7.0						
AB856	1	7.0							
AD766	1	1.0							
AD998	3	4.0	7.0						
AA255	2	3.0							
AC803	1	3.0							
AG362	1	7.0							
AF354	2	4.0							
AB016	1	3.0							
AC110	14	2.0	2.0						
AF557	2	3.0							
AD405	3	2.0	7.0						
AG152	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AB086	2	2.0							
AD419	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AB741	3	3.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0
AH431	2	4.0							
AE799	4	4.0	6.0						
AC501	2	1.0							
AF003	3	2.0	7.0						
AA636	1	2.0							
AF531	1	2.0							
AD808	2	3.0							
AH386	1	7.0							
AB226	2	2.0							
AA637	2	5.0							
AF529	1	2.0							
AF530	1	2.0							
AE009	1	2.0							
AF532	3	2.0	5.0						
AD937	1	2.0							
AD903	1	7.0							
AE008	1	2.0							
AA427	3	4.0	7.0						
AF778	3	4.0	7.0						
AF807	2	4.0							
AF171	4	4.0	7.0						
AG601	1	5.0							
AF689	2	3.0							
AE554	1	7.0							
AG337	1	7.0							
AE297	2	3.0							
AB521	0								
AE458	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AG174	1	7.0		0.0	0.0	0.0	0.0	0.0	1.0
AD331	2	4.0							
AC032	3	4.0	7.0						
AA441	3	3.0	7.0						
AG537	2	1.0							
AA742	5	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0
AE418	1	7.0							
AD365	5	2.0	4.0						
